chrom	start	end	num	list	10_137_S27_L003_NYC_rubella.bed	10_143_S28_L003_NYC_rubella.bed	10_148_S29_L003_NYC_rubella.bed	11_160_S30_L003_NYC_rubella.bed	11_161_S31_L003_NYC_rubella.bed	1_13_S2_L003_NYC_rubella.bed	1_15_S3_L003_NYC_rubella.bed	13_184_S32_L003_NYC_rubella.bed	13_188_S33_L003_NYC_rubella.bed	13_192_S34_L003_NYC_rubella.bed	1_3_S1_L003_NYC_rubella.bed	14_200_S35_L003_NYC_rubella.bed	14_201_S36_L003_NYC_rubella.bed	15_211_S37_L003_NYC_rubella.bed	15_213_S38_L003_NYC_rubella.bed	15_224_S39_L003_NYC_rubella.bed	16_227_S40_L003_NYC_rubella.bed	16_235_S41_L003_NYC_rubella.bed	16_239_S42_L003_NYC_rubella.bed	17_241_S43_L003_NYC_rubella.bed	17_249_S44_L003_NYC_rubella.bed	17_254_S45_L003_NYC_rubella.bed	18_256_S46_L003_NYC_rubella.bed	18_258_S47_L003_NYC_rubella.bed	18_270_S48_L003_NYC_rubella.bed	19_274_S49_L003_NYC_rubella.bed	19_280_S50_L003_NYC_rubella.bed	19_284_S51_L003_NYC_rubella.bed	20_290_S52_L003_NYC_rubella.bed	20_295_S53_L003_NYC_rubella.bed	20_300_S54_L003_NYC_rubella.bed	21_302_S55_L003_NYC_rubella.bed	21_306_S56_L003_NYC_rubella.bed	21_312_S57_L003_NYC_rubella.bed	2_19_S4_L003_NYC_rubella.bed	22_320_S58_L003_NYC_rubella.bed	22_321_S59_L003_NYC_rubella.bed	22_325_S60_L003_NYC_rubella.bed	2_27_S5_L003_NYC_rubella.bed	2_30_S6_L003_NYC_rubella.bed	23_337_S61_L003_NYC_rubella.bed	23_341_S62_L003_NYC_rubella.bed	24_351_S63_L003_NYC_rubella.bed	24_357_S64_L003_NYC_rubella.bed	24_359_S65_L003_NYC_rubella.bed	3_36_S7_L003_NYC_rubella.bed	3_38_S8_L003_NYC_rubella.bed	4_46_S9_L003_NYC_rubella.bed	4_54_S10_L003_NYC_rubella.bed	4_55_S11_L003_NYC_rubella.bed	5_61_S12_L003_NYC_rubella.bed	5_66_S13_L003_NYC_rubella.bed	5_69_S14_L003_NYC_rubella.bed	6_80_S15_L003_NYC_rubella.bed	6_83_S16_L003_NYC_rubella.bed	6_89_S17_L003_NYC_rubella.bed	7_105_S20_L003_NYC_rubella.bed	7_94_S18_L003_NYC_rubella.bed	7_99_S19_L003_NYC_rubella.bed	8_112_S21_L003_NYC_rubella.bed	8_117_S22_L003_NYC_rubella.bed	8_118_S23_L003_NYC_rubella.bed	9_122_S24_L003_NYC_rubella.bed	9_123_S25_L003_NYC_rubella.bed	9_127_S26_L003_NYC_rubella.bed	ERR2990227.sam_N_Europe_rubella.bed	ERR5555037.sam_N_Europe_rubella.bed	SRR1664898.sam_N_Europe_rubella.bed	SRR1665054.sam_MENA_rubella.bed	SRR1665062.sam_N_Europe_rubella.bed	SRR1665063.sam_MENA_rubella.bed	SRR1665067.sam_N_Europe_rubella.bed	SRR1665070.sam_MENA_rubella.bed	SRR1665071.sam_N_Europe_rubella.bed	SRR1665072.sam_N_Europe_rubella.bed	SRR1751470.sam_N_Europe_rubella.bed	SRR5406791.sam_N_Europe_rubella.bed	SRR5412136.sam_N_Europe_rubella.bed	SRR5412137.sam_N_Europe_rubella.bed	SRR5803008.sam_N_Europe_rubella.bed	SRR5803009.sam_N_Europe_rubella.bed	SRR6179229.sam_N_Europe_rubella.bed	SRR6179230.sam_N_Europe_rubella.bed	SRR6179231.sam_N_Europe_rubella.bed	SRR6382382.sam_N_Europe_rubella.bed	SRR6382383.sam_N_Europe_rubella.bed	SRR6382384.sam_MENA_rubella.bed	SRR6382385.sam_N_Europe_rubella.bed	SRR6382386.sam_MENA_rubella.bed	SRR6382392.sam_N_Europe_rubella.bed	SRR6382393.sam_N_Europe_rubella.bed	SRR6382397.sam_MENA_rubella.bed	SRR6382399.sam_N_Europe_rubella.bed	SRR6382400.sam_N_Europe_rubella.bed	SRR8904462.sam_N_Europe_rubella.bed	SRR8904463.sam_N_Europe_rubella.bed	SRR8904464.sam_N_Europe_rubella.bed	SRR8904465.sam_N_Europe_rubella.bed	SRR8904466.sam_MENA_rubella.bed
jlSCF_10	736889	781861	42	1,2,5,14,15,16,20,29,31,41,42,43,44,45,48,49,50,55,61,62,63,64,65,68,69,70,72,75,77,78,79,80,85,86,88,91,93,94,95,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1
jlSCF_10	781861	781862	36	1,2,5,14,15,16,20,29,31,41,42,43,44,45,55,61,62,63,64,65,68,69,70,72,75,77,78,79,80,85,86,88,94,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1
jlSCF_10	781862	888534	37	1,2,5,14,15,16,20,29,31,41,42,43,44,45,55,61,62,63,64,65,68,69,70,71,72,75,77,78,79,80,85,86,88,94,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1
jlSCF_10	888534	956208	39	1,2,5,14,15,16,20,29,31,41,42,43,44,45,55,61,62,63,64,65,68,69,70,71,72,75,77,78,79,80,85,86,88,89,92,94,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1
jlSCF_10	956208	997547	41	1,2,5,14,15,16,20,29,31,41,42,43,44,45,55,61,62,63,64,65,68,69,70,71,72,73,74,75,77,78,79,80,85,86,88,89,92,94,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1
jlSCF_10	997547	1012207	29	1,2,5,15,16,29,31,41,42,55,63,64,69,71,72,73,74,75,77,78,79,80,85,86,89,92,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1
jlSCF_10	1012207	1052143	26	1,2,5,15,16,29,31,41,42,55,63,64,69,71,72,73,74,75,77,85,86,89,92,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1
jlSCF_10	1052143	1119743	28	1,2,5,15,16,29,31,41,42,46,47,55,63,64,69,71,72,73,74,75,77,85,86,89,92,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1
jlSCF_10	1119743	1222655	31	1,2,5,15,16,17,18,19,29,31,41,42,46,47,55,63,64,69,71,72,73,74,75,77,85,86,89,92,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1
jlSCF_10	1222655	1238805	32	1,2,5,15,16,17,18,19,29,31,41,42,46,47,55,63,64,69,71,72,73,74,75,76,77,85,86,89,92,96,97,99	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1
jlSCF_10	1238805	1247396	37	1,2,3,5,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,65,69,70,71,72,73,74,75,76,77,85,86,89,90,92,96,97,99	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1
jlSCF_10	1247396	1264401	38	1,2,3,4,5,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,65,69,70,71,72,73,74,75,76,77,85,86,89,90,92,96,97,99	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1
jlSCF_10	1264401	1284823	37	1,2,3,4,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,65,69,70,71,72,73,74,75,76,77,85,86,89,90,92,96,97,99	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1
jlSCF_10	1284823	1320971	33	1,2,4,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,69,70,71,72,73,74,75,76,77,85,89,90,92,96,99	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1
jlSCF_10	1320971	1372189	32	1,2,4,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,69,70,71,72,74,75,76,77,85,89,90,92,96,99	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1
jlSCF_10	1372189	1441425	31	1,2,4,15,16,17,18,19,21,29,31,41,42,46,47,55,63,64,69,70,71,72,74,75,76,77,85,89,90,92,99	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1
jlSCF_10	1441425	1452420	48	1,2,4,7,8,9,10,11,15,16,17,18,19,21,23,24,25,26,27,28,29,31,35,39,40,41,42,46,47,54,55,56,62,63,64,69,70,71,72,74,75,76,77,85,89,90,92,99	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1
jlSCF_10	1452420	1488328	52	1,2,4,7,8,9,10,11,15,16,17,18,19,21,23,24,25,26,27,28,29,31,35,39,40,41,42,46,47,54,55,56,62,63,64,67,68,69,70,71,72,74,75,76,77,83,85,88,89,90,92,99	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1
jlSCF_10	1488328	1535042	53	1,2,4,7,8,9,10,11,15,16,17,18,19,21,23,24,25,26,27,28,29,31,35,39,40,41,42,46,47,54,55,56,62,63,64,67,68,69,70,71,72,74,75,76,77,83,85,88,89,90,92,97,99	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1
jlSCF_10	1535042	1559780	56	1,2,3,4,7,8,9,10,11,15,16,17,18,19,21,23,24,25,26,27,28,29,31,35,39,40,41,42,46,47,54,55,56,62,63,64,67,68,69,70,71,72,74,75,76,77,83,85,87,88,89,90,92,96,97,99	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1
jlSCF_10	1559780	1587877	60	1,2,3,4,7,8,9,10,11,15,16,17,18,19,21,23,24,25,26,27,28,29,31,35,39,40,41,42,46,47,54,55,56,62,63,64,67,68,69,70,71,72,74,75,76,77,82,83,84,85,87,88,89,90,92,95,96,97,98,99	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1
jlSCF_10	1587877	1646883	91	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,67,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,92,95,96,97,98,99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
jlSCF_10	1646883	1646884	90	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,92,95,96,97,98,99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
jlSCF_10	1646884	1717243	93	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,91,92,95,96,97,98,99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
jlSCF_10	1717243	1735968	68	1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,40,41,42,43,44,45,46,47,54,55,56,57,58,59,60,61,62,63,64,65,68,69,70,71,72,75,76,77,78,79,80,85,87,90,91,95,96,97	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0
jlSCF_10	1735968	1751586	67	1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,40,41,42,43,44,45,46,47,54,55,56,57,58,59,60,61,62,63,64,65,68,70,71,72,75,76,77,78,79,80,85,87,90,91,95,96,97	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0
jlSCF_10	1751586	1772678	65	1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,40,41,42,43,44,45,46,47,54,55,56,57,58,59,60,61,62,63,64,65,68,70,71,72,75,76,77,78,79,80,85,87,90,91,97	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0
jlSCF_10	1772678	1806993	64	1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,40,41,42,43,44,45,46,47,54,55,56,57,58,59,60,61,62,63,64,65,68,70,71,72,76,77,78,79,80,85,87,90,91,97	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0
jlSCF_10	1806993	1826588	60	1,2,3,4,5,6,8,9,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,41,42,43,44,45,46,54,55,56,57,58,59,60,61,62,63,64,65,68,70,71,72,76,77,78,79,80,85,87,90,91,97	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0
jlSCF_10	1826588	1847648	62	1,2,3,4,5,6,8,9,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,35,39,41,42,43,44,45,46,54,55,56,57,58,59,60,61,62,63,64,65,68,70,71,72,74,76,77,78,79,80,85,87,90,91,96,97	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0
jlSCF_10	1847648	1868838	18	5,6,14,43,44,45,61,63,64,65,71,72,74,76,77,85,91,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
jlSCF_10	1868838	2137452	19	5,6,14,43,44,45,61,63,64,65,71,72,74,76,77,85,91,95,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
jlSCF_10	2137452	2137453	16	5,6,14,43,44,45,61,71,72,74,76,77,85,91,95,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
jlSCF_10	2137453	2177014	17	5,6,14,43,44,45,61,71,72,74,76,77,85,86,91,95,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0
jlSCF_10	2177014	2193677	15	5,6,14,43,44,45,61,71,72,74,76,85,86,95,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
jlSCF_10	2193677	2242484	17	5,6,14,43,44,45,61,63,64,71,72,74,76,85,86,95,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
jlSCF_10	2242484	2276981	15	5,6,14,43,44,45,61,63,64,71,72,74,85,86,96	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_10	2276981	2319515	8	63,64,71,72,74,85,86,96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_10	2319515	2409149	9	63,64,71,72,74,85,86,92,96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0
