chrom	start	end	num	list	SRR1665054.sam_MENA_rubella.bed	SRR1665063.sam_MENA_rubella.bed	SRR1665070.sam_MENA_rubella.bed	SRR6382384.sam_MENA_rubella.bed	SRR6382386.sam_MENA_rubella.bed	SRR6382397.sam_MENA_rubella.bed	SRR8904463.sam_MENA_rubella.bed	SRR8904466.sam_MENA_rubella.bed
jlSCF_12	13141580	13169887	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_12	13909514	14283699	1	7	0	0	0	0	0	0	1	0
jlSCF_12	14283699	14356045	2	6,7	0	0	0	0	0	1	1	0
jlSCF_12	14356045	14471812	3	4,6,7	0	0	0	1	0	1	1	0
jlSCF_12	14471812	14493011	2	4,6	0	0	0	1	0	1	0	0
jlSCF_12	14493011	14522997	3	4,6,7	0	0	0	1	0	1	1	0
jlSCF_12	14522997	14532252	2	4,7	0	0	0	1	0	0	1	0
jlSCF_12	14532252	14662277	1	4	0	0	0	1	0	0	0	0
jlSCF_12	14662277	14796575	2	4,7	0	0	0	1	0	0	1	0
jlSCF_12	14796575	14855353	1	4	0	0	0	1	0	0	0	0
jlSCF_12	15399184	15540521	1	7	0	0	0	0	0	0	1	0
jlSCF_12	15808591	15868949	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_12	15990969	16059829	6	1,2,3,4,5,8	1	1	1	1	1	0	0	1
jlSCF_12	16059829	16103328	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_12	16103328	16130452	3	1,4,5	1	0	0	1	1	0	0	0
jlSCF_12	16130452	16171791	2	1,5	1	0	0	0	1	0	0	0
jlSCF_12	16171791	16265584	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_12	16265584	16329212	2	1,7	1	0	0	0	0	0	1	0
jlSCF_13	0	36461	6	1,2,3,5,6,8	1	1	1	0	1	1	0	1
jlSCF_13	512429	533815	1	7	0	0	0	0	0	0	1	0
jlSCF_13	652437	682110	1	7	0	0	0	0	0	0	1	0
jlSCF_13	682110	817383	2	7,8	0	0	0	0	0	0	1	1
jlSCF_13	817383	1026441	1	7	0	0	0	0	0	0	1	0
jlSCF_13	1026441	1174323	2	1,7	1	0	0	0	0	0	1	0
jlSCF_13	1174323	1262477	1	7	0	0	0	0	0	0	1	0
jlSCF_13	1262477	1443237	2	5,7	0	0	0	0	1	0	1	0
jlSCF_13	1443237	1445467	4	4,5,6,7	0	0	0	1	1	1	1	0
jlSCF_13	1445467	1458915	3	4,5,6	0	0	0	1	1	1	0	0
jlSCF_13	1458915	1468946	4	3,4,5,6	0	0	1	1	1	1	0	0
jlSCF_13	1468946	1522472	5	2,3,4,5,6	0	1	1	1	1	1	0	0
jlSCF_13	1522472	1523828	2	2,4	0	1	0	1	0	0	0	0
jlSCF_13	2407772	2646104	1	2	0	1	0	0	0	0	0	0
jlSCF_13	2680750	2895752	1	2	0	1	0	0	0	0	0	0
jlSCF_13	3030752	3071048	2	1,6	1	0	0	0	0	1	0	0
jlSCF_13	3071048	3071120	3	1,6,7	1	0	0	0	0	1	1	0
jlSCF_13	3071120	3283228	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_13	3283228	3295147	2	1,7	1	0	0	0	0	0	1	0
jlSCF_13	3295147	3303643	1	7	0	0	0	0	0	0	1	0
jlSCF_13	3303643	3358664	2	5,7	0	0	0	0	1	0	1	0
jlSCF_13	3358664	3433536	3	5,6,7	0	0	0	0	1	1	1	0
jlSCF_13	3433536	3471021	2	5,7	0	0	0	0	1	0	1	0
jlSCF_13	3471021	3692519	1	5	0	0	0	0	1	0	0	0
jlSCF_13	3723521	4126735	1	7	0	0	0	0	0	0	1	0
jlSCF_13	4126735	4167262	7	1,2,3,4,6,7,8	1	1	1	1	0	1	1	1
jlSCF_13	4167262	4228098	6	1,2,3,4,6,8	1	1	1	1	0	1	0	1
jlSCF_13	4228098	4235620	7	1,2,3,4,6,7,8	1	1	1	1	0	1	1	1
jlSCF_13	4235620	5096736	1	7	0	0	0	0	0	0	1	0
jlSCF_13	5096736	5125458	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_13	5125458	5147550	2	6,7	0	0	0	0	0	1	1	0
jlSCF_13	5147550	5747088	1	7	0	0	0	0	0	0	1	0
jlSCF_13	6231172	6417003	2	1,5	1	0	0	0	1	0	0	0
jlSCF_13	6417003	6462809	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_13	6462809	6579194	2	1,5	1	0	0	0	1	0	0	0
jlSCF_13	6579194	6635701	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_13	6635701	6645858	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_13	6645858	6735031	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_13	6735031	6812011	3	2,6,8	0	1	0	0	0	1	0	1
jlSCF_13	6812011	6847819	5	1,2,5,6,8	1	1	0	0	1	1	0	1
jlSCF_13	6847819	6858831	6	1,2,5,6,7,8	1	1	0	0	1	1	1	1
jlSCF_13	6858831	6956401	5	1,2,5,6,7	1	1	0	0	1	1	1	0
jlSCF_13	6956401	6964323	2	2,7	0	1	0	0	0	0	1	0
jlSCF_13	6964323	7029899	1	2	0	1	0	0	0	0	0	0
jlSCF_13	7063726	7075545	1	7	0	0	0	0	0	0	1	0
jlSCF_13	7075545	7141228	2	2,7	0	1	0	0	0	0	1	0
jlSCF_13	7141228	7191095	1	2	0	1	0	0	0	0	0	0
jlSCF_13	7191095	7906368	2	2,7	0	1	0	0	0	0	1	0
jlSCF_13	7906368	7937848	1	2	0	1	0	0	0	0	0	0
jlSCF_13	7937848	8273740	2	2,7	0	1	0	0	0	0	1	0
jlSCF_13	8273740	8317037	1	7	0	0	0	0	0	0	1	0
jlSCF_13	8627062	8694720	1	7	0	0	0	0	0	0	1	0
jlSCF_13	8808489	8857467	6	1,2,4,5,6,8	1	1	0	1	1	1	0	1
jlSCF_13	9590629	9668429	1	7	0	0	0	0	0	0	1	0
jlSCF_13	9872885	10263615	1	7	0	0	0	0	0	0	1	0
jlSCF_13	10977377	11030208	1	7	0	0	0	0	0	0	1	0
jlSCF_13	11052882	11395486	1	7	0	0	0	0	0	0	1	0
jlSCF_13	11549624	12162213	1	7	0	0	0	0	0	0	1	0
jlSCF_13	13077718	13171921	1	7	0	0	0	0	0	0	1	0
jlSCF_13	13252782	13383125	1	7	0	0	0	0	0	0	1	0
jlSCF_13	13784584	13825763	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	188497	324754	1	2	0	1	0	0	0	0	0	0
jlSCF_14	345353	451246	1	7	0	0	0	0	0	0	1	0
jlSCF_14	451246	470212	5	1,2,3,7,8	1	1	1	0	0	0	1	1
jlSCF_14	470212	519940	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_14	519940	569522	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	569522	763030	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_14	763030	781910	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	781910	814018	3	3,4,8	0	0	1	1	0	0	0	1
jlSCF_14	814018	835615	1	8	0	0	0	0	0	0	0	1
jlSCF_14	1291022	1344804	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	1479867	1523887	1	7	0	0	0	0	0	0	1	0
jlSCF_14	1571514	2064002	1	7	0	0	0	0	0	0	1	0
jlSCF_14	2115768	2142293	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	2296643	2339753	1	6	0	0	0	0	0	1	0	0
jlSCF_14	2529491	2558806	4	2,3,4,8	0	1	1	1	0	0	0	1
jlSCF_14	2643658	2769755	1	7	0	0	0	0	0	0	1	0
jlSCF_14	2769755	2796150	2	5,7	0	0	0	0	1	0	1	0
jlSCF_14	2796150	2798572	1	5	0	0	0	0	1	0	0	0
jlSCF_14	3126389	3174865	4	1,3,4,8	1	0	1	1	0	0	0	1
jlSCF_14	3417134	3562514	1	7	0	0	0	0	0	0	1	0
jlSCF_14	3633056	3633515	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	3633515	3648702	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_14	3648702	4180198	1	7	0	0	0	0	0	0	1	0
jlSCF_14	4180198	4273609	2	5,7	0	0	0	0	1	0	1	0
jlSCF_14	4273609	4284265	3	4,5,7	0	0	0	1	1	0	1	0
jlSCF_14	4284265	4347424	1	7	0	0	0	0	0	0	1	0
jlSCF_14	4421576	4734613	1	7	0	0	0	0	0	0	1	0
jlSCF_14	4787273	5391982	1	7	0	0	0	0	0	0	1	0
jlSCF_14	5499434	5908323	1	7	0	0	0	0	0	0	1	0
jlSCF_14	6036219	6428562	1	7	0	0	0	0	0	0	1	0
jlSCF_14	6589962	7034521	1	7	0	0	0	0	0	0	1	0
jlSCF_14	7077568	7711494	1	7	0	0	0	0	0	0	1	0
jlSCF_14	7711494	7748610	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_14	7748610	7774297	7	1,2,3,4,5,6,7	1	1	1	1	1	1	1	0
jlSCF_14	7774297	7836492	1	7	0	0	0	0	0	0	1	0
jlSCF_14	8377982	8420610	1	7	0	0	0	0	0	0	1	0
jlSCF_14	8542525	8558640	1	7	0	0	0	0	0	0	1	0
jlSCF_14	8600726	8653670	1	7	0	0	0	0	0	0	1	0
jlSCF_14	9215181	9494008	1	7	0	0	0	0	0	0	1	0
jlSCF_14	9494008	9591033	2	6,7	0	0	0	0	0	1	1	0
jlSCF_14	9591033	9724168	1	7	0	0	0	0	0	0	1	0
jlSCF_14	9805491	9885749	1	7	0	0	0	0	0	0	1	0
jlSCF_14	9931970	10300895	1	7	0	0	0	0	0	0	1	0
jlSCF_14	10300895	10311398	5	1,3,5,7,8	1	0	1	0	1	0	1	1
jlSCF_14	10311398	10410323	4	1,3,5,8	1	0	1	0	1	0	0	1
jlSCF_14	10410323	10563519	5	1,3,5,6,8	1	0	1	0	1	1	0	1
jlSCF_14	10563519	10578345	6	1,3,5,6,7,8	1	0	1	0	1	1	1	1
jlSCF_14	10578345	10657644	1	7	0	0	0	0	0	0	1	0
jlSCF_14	10657644	10710210	2	3,7	0	0	1	0	0	0	1	0
jlSCF_14	10710210	10817897	6	2,3,4,5,6,7	0	1	1	1	1	1	1	0
jlSCF_14	10817897	10955500	2	4,7	0	0	0	1	0	0	1	0
jlSCF_14	10955500	11716335	1	7	0	0	0	0	0	0	1	0
jlSCF_14	12240099	12309649	1	7	0	0	0	0	0	0	1	0
jlSCF_14	16893050	17042208	1	7	0	0	0	0	0	0	1	0
jlSCF_14	17489039	18434944	1	7	0	0	0	0	0	0	1	0
jlSCF_14	18552104	18923589	1	7	0	0	0	0	0	0	1	0
jlSCF_14	18986556	19142586	1	7	0	0	0	0	0	0	1	0
jlSCF_14	19142586	19207494	4	1,2,4,7	1	1	0	1	0	0	1	0
jlSCF_14	19207494	19227558	3	1,2,4	1	1	0	1	0	0	0	0
jlSCF_14	19227558	19275619	4	1,2,4,7	1	1	0	1	0	0	1	0
jlSCF_14	19275619	19315465	3	1,2,4	1	1	0	1	0	0	0	0
jlSCF_14	19315465	19358161	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_14	19358161	19364476	6	1,2,3,4,5,8	1	1	1	1	1	0	0	1
jlSCF_14	19364476	19437466	1	4	0	0	0	1	0	0	0	0
jlSCF_14	19437466	19488807	2	4,7	0	0	0	1	0	0	1	0
jlSCF_14	19488807	19524395	3	4,7,8	0	0	0	1	0	0	1	1
jlSCF_14	19524395	19679419	2	7,8	0	0	0	0	0	0	1	1
jlSCF_14	19679419	19679985	1	8	0	0	0	0	0	0	0	1
jlSCF_14	20447957	20524385	5	2,4,5,6,8	0	1	0	1	1	1	0	1
jlSCF_14	20524385	20585928	6	1,2,4,5,6,8	1	1	0	1	1	1	0	1
jlSCF_14	20585928	20743391	1	1	1	0	0	0	0	0	0	0
jlSCF_14	20909145	21069452	1	7	0	0	0	0	0	0	1	0
jlSCF_14	21353167	21413991	2	1,2	1	1	0	0	0	0	0	0
jlSCF_14	21413991	21454862	3	1,2,6	1	1	0	0	0	1	0	0
jlSCF_14	21454862	21600550	4	1,2,6,7	1	1	0	0	0	1	1	0
jlSCF_14	21600550	21708911	5	1,2,5,6,7	1	1	0	0	1	1	1	0
jlSCF_14	21708911	21832293	4	1,2,5,6	1	1	0	0	1	1	0	0
jlSCF_14	21832293	22030861	5	1,2,3,5,6	1	1	1	0	1	1	0	0
jlSCF_14	22030861	22099333	6	1,2,3,5,6,7	1	1	1	0	1	1	1	0
jlSCF_14	22099333	24371099	5	2,3,5,6,7	0	1	1	0	1	1	1	0
jlSCF_14	24371099	24372683	2	2,7	0	1	0	0	0	0	1	0
jlSCF_14	24372683	24470547	1	2	0	1	0	0	0	0	0	0
jlSCF_14	24470547	26955222	2	2,7	0	1	0	0	0	0	1	0
jlSCF_14	26955222	26976818	5	2,3,5,6,7	0	1	1	0	1	1	1	0
jlSCF_14	26976818	27041470	4	2,3,5,6	0	1	1	0	1	1	0	0
jlSCF_14	27041470	27215039	5	2,3,5,6,7	0	1	1	0	1	1	1	0
jlSCF_14	27215039	27272933	6	2,3,5,6,7,8	0	1	1	0	1	1	1	1
jlSCF_14	27272933	27306321	5	2,3,6,7,8	0	1	1	0	0	1	1	1
jlSCF_14	27306321	27681762	6	2,3,4,6,7,8	0	1	1	1	0	1	1	1
jlSCF_14	27681762	27932786	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_14	27932786	27948639	3	3,7,8	0	0	1	0	0	0	1	1
jlSCF_14	27948639	27956860	1	7	0	0	0	0	0	0	1	0
jlSCF_15	70205	101107	1	7	0	0	0	0	0	0	1	0
jlSCF_15	101107	104141	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_15	104141	132175	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	140718	220055	1	7	0	0	0	0	0	0	1	0
jlSCF_15	274274	365506	1	7	0	0	0	0	0	0	1	0
jlSCF_15	365506	383406	3	2,7,8	0	1	0	0	0	0	1	1
jlSCF_15	383406	401775	5	2,4,6,7,8	0	1	0	1	0	1	1	1
jlSCF_15	401775	864971	1	7	0	0	0	0	0	0	1	0
jlSCF_15	1357169	1395064	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	2123550	2128534	1	7	0	0	0	0	0	0	1	0
jlSCF_15	2128534	2151280	6	1,2,4,6,7,8	1	1	0	1	0	1	1	1
jlSCF_15	2151280	2162548	5	1,2,4,6,8	1	1	0	1	0	1	0	1
jlSCF_15	2214499	2464149	1	7	0	0	0	0	0	0	1	0
jlSCF_15	2904734	3215204	1	2	0	1	0	0	0	0	0	0
jlSCF_15	4170273	4778544	1	7	0	0	0	0	0	0	1	0
jlSCF_15	4816426	4867646	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	4969401	5019888	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	5394988	5414712	4	1,2,3,8	1	1	1	0	0	0	0	1
jlSCF_15	5833511	5892650	1	7	0	0	0	0	0	0	1	0
jlSCF_15	6004709	6035182	6	1,2,3,4,6,8	1	1	1	1	0	1	0	1
jlSCF_15	6606467	6749470	1	5	0	0	0	0	1	0	0	0
jlSCF_15	6749470	6779858	3	3,5,8	0	0	1	0	1	0	0	1
jlSCF_15	6779858	7030458	4	3,5,7,8	0	0	1	0	1	0	1	1
jlSCF_15	7030458	7179522	7	2,3,4,5,6,7,8	0	1	1	1	1	1	1	1
jlSCF_15	7179522	7182008	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_15	7182008	7363757	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	7363757	7374545	6	1,2,3,4,5,6	1	1	1	1	1	1	0	0
jlSCF_15	7374545	7425332	7	1,2,3,4,5,6,7	1	1	1	1	1	1	1	0
jlSCF_15	7425332	7429053	6	1,2,3,5,6,7	1	1	1	0	1	1	1	0
jlSCF_15	7429053	7434191	4	1,5,6,7	1	0	0	0	1	1	1	0
jlSCF_15	7434191	7566274	1	7	0	0	0	0	0	0	1	0
jlSCF_15	7566274	7576965	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_15	7576965	7625951	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	8251090	8346127	1	6	0	0	0	0	0	1	0	0
jlSCF_15	8392295	8402833	1	6	0	0	0	0	0	1	0	0
jlSCF_15	8405818	8689033	1	7	0	0	0	0	0	0	1	0
jlSCF_15	8974305	9275590	1	7	0	0	0	0	0	0	1	0
jlSCF_15	9446131	9502274	1	2	0	1	0	0	0	0	0	0
jlSCF_15	9536383	9680420	1	2	0	1	0	0	0	0	0	0
jlSCF_15	9860084	10001331	1	6	0	0	0	0	0	1	0	0
jlSCF_15	10001331	10037239	2	2,6	0	1	0	0	0	1	0	0
jlSCF_15	10037239	10075328	1	6	0	0	0	0	0	1	0	0
jlSCF_15	10090123	10185134	1	2	0	1	0	0	0	0	0	0
jlSCF_15	10282932	10484656	1	2	0	1	0	0	0	0	0	0
jlSCF_15	10484656	10573884	4	2,3,4,8	0	1	1	1	0	0	0	1
jlSCF_15	10573884	10635488	3	3,4,8	0	0	1	1	0	0	0	1
jlSCF_15	10635488	10857286	4	2,3,4,8	0	1	1	1	0	0	0	1
jlSCF_15	10857286	10923435	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	10923435	10950083	4	2,3,4,8	0	1	1	1	0	0	0	1
jlSCF_15	10950083	11479805	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	11479805	11584559	6	1,2,3,4,5,6	1	1	1	1	1	1	0	0
jlSCF_15	11584559	11615917	5	2,3,4,5,6	0	1	1	1	1	1	0	0
jlSCF_15	11615917	12265769	3	3,4,5	0	0	1	1	1	0	0	0
jlSCF_15	12265769	12346256	2	3,5	0	0	1	0	1	0	0	0
jlSCF_15	12546218	12658137	1	5	0	0	0	0	1	0	0	0
jlSCF_15	12658137	12772265	6	1,2,3,4,5,8	1	1	1	1	1	0	0	1
jlSCF_15	12772265	13015044	1	5	0	0	0	0	1	0	0	0
jlSCF_15	13115353	18017257	1	5	0	0	0	0	1	0	0	0
jlSCF_15	18017257	18088905	2	5,7	0	0	0	0	1	0	1	0
jlSCF_15	18088905	18238117	1	5	0	0	0	0	1	0	0	0
jlSCF_15	18238117	18481811	2	5,7	0	0	0	0	1	0	1	0
jlSCF_15	18481811	18648311	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_15	18648311	18676761	2	1,5	1	0	0	0	1	0	0	0
jlSCF_15	18676761	18856705	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_15	18856705	18866170	2	1,5	1	0	0	0	1	0	0	0
jlSCF_15	18866170	19166240	3	1,4,5	1	0	0	1	1	0	0	0
jlSCF_15	19166240	19361530	4	1,4,5,6	1	0	0	1	1	1	0	0
jlSCF_15	19361530	19475892	5	1,4,5,6,7	1	0	0	1	1	1	1	0
jlSCF_15	19475892	19514600	4	1,5,6,7	1	0	0	0	1	1	1	0
jlSCF_15	19514600	19537055	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_15	19537055	19748482	1	7	0	0	0	0	0	0	1	0
jlSCF_15	19748482	19864214	2	1,7	1	0	0	0	0	0	1	0
jlSCF_15	19864214	19906817	3	1,3,7	1	0	1	0	0	0	1	0
jlSCF_15	19906817	19918965	4	1,2,3,7	1	1	1	0	0	0	1	0
jlSCF_15	19918965	19941193	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_15	19941193	19993944	7	1,2,4,5,6,7,8	1	1	0	1	1	1	1	1
jlSCF_15	19993944	19994942	6	1,2,4,5,6,8	1	1	0	1	1	1	0	1
jlSCF_15	19994942	20057759	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	20057759	20352208	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_15	20352208	20392987	6	1,2,3,6,7,8	1	1	1	0	0	1	1	1
jlSCF_15	20392987	20405887	1	7	0	0	0	0	0	0	1	0
jlSCF_15	20451916	20518385	1	7	0	0	0	0	0	0	1	0
jlSCF_15	20592305	20632031	1	7	0	0	0	0	0	0	1	0
jlSCF_15	20656979	20662797	6	1,2,3,5,6,8	1	1	1	0	1	1	0	1
jlSCF_15	20662797	20694254	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_15	20756893	20782739	1	7	0	0	0	0	0	0	1	0
jlSCF_15	20782739	20898909	5	1,2,4,7,8	1	1	0	1	0	0	1	1
jlSCF_15	20898909	21050850	1	7	0	0	0	0	0	0	1	0
jlSCF_15	21318784	21345123	1	5	0	0	0	0	1	0	0	0
jlSCF_15	21687329	21828772	1	7	0	0	0	0	0	0	1	0
jlSCF_16	0	560969	1	7	0	0	0	0	0	0	1	0
jlSCF_16	592676	821935	1	7	0	0	0	0	0	0	1	0
jlSCF_16	974966	995719	1	7	0	0	0	0	0	0	1	0
jlSCF_16	1053124	1158311	1	7	0	0	0	0	0	0	1	0
jlSCF_16	1158311	1425221	3	1,5,7	1	0	0	0	1	0	1	0
jlSCF_16	1425221	1441266	2	1,5	1	0	0	0	1	0	0	0
jlSCF_16	1441266	1531431	1	5	0	0	0	0	1	0	0	0
jlSCF_16	1531431	1572631	2	5,8	0	0	0	0	1	0	0	1
jlSCF_16	1733138	1863626	1	7	0	0	0	0	0	0	1	0
jlSCF_16	2000427	2266134	1	7	0	0	0	0	0	0	1	0
jlSCF_16	2266134	2302135	3	5,6,7	0	0	0	0	1	1	1	0
jlSCF_16	2302135	2402679	1	7	0	0	0	0	0	0	1	0
jlSCF_16	2607916	2743596	1	7	0	0	0	0	0	0	1	0
jlSCF_16	2743596	2820849	2	5,7	0	0	0	0	1	0	1	0
jlSCF_16	2820849	2865585	3	2,5,7	0	1	0	0	1	0	1	0
jlSCF_16	2865585	2916843	2	2,7	0	1	0	0	0	0	1	0
jlSCF_16	2916843	2963103	1	2	0	1	0	0	0	0	0	0
jlSCF_16	2963103	3010439	2	1,2	1	1	0	0	0	0	0	0
jlSCF_16	3010439	3053030	3	1,2,4	1	1	0	1	0	0	0	0
jlSCF_16	3053030	3073123	2	1,2	1	1	0	0	0	0	0	0
jlSCF_16	3073123	3150998	1	2	0	1	0	0	0	0	0	0
jlSCF_16	3217415	3227612	1	2	0	1	0	0	0	0	0	0
jlSCF_16	3227612	3270278	2	1,2	1	1	0	0	0	0	0	0
jlSCF_16	3270278	3318886	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_16	3318886	3444891	1	2	0	1	0	0	0	0	0	0
jlSCF_16	3444891	3464392	2	2,7	0	1	0	0	0	0	1	0
jlSCF_16	3595437	3613939	1	7	0	0	0	0	0	0	1	0
jlSCF_16	3613939	3659994	2	2,7	0	1	0	0	0	0	1	0
jlSCF_16	3659994	3701319	1	7	0	0	0	0	0	0	1	0
jlSCF_16	8620672	8691135	1	2	0	1	0	0	0	0	0	0
jlSCF_16	8691135	9644888	2	2,7	0	1	0	0	0	0	1	0
jlSCF_16	9644888	10057537	1	7	0	0	0	0	0	0	1	0
jlSCF_16	10057537	10130824	2	5,7	0	0	0	0	1	0	1	0
jlSCF_16	10130824	10480711	1	7	0	0	0	0	0	0	1	0
jlSCF_16	11069696	11142363	7	1,2,3,4,5,6,8	1	1	1	1	1	1	0	1
jlSCF_16	11352938	11492255	2	2,8	0	1	0	0	0	0	0	1
jlSCF_16	12557283	12592107	1	7	0	0	0	0	0	0	1	0
jlSCF_16	12592107	12733177	6	3,4,5,6,7,8	0	0	1	1	1	1	1	1
jlSCF_16	12733177	12794640	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	12794640	12891122	6	3,4,5,6,7,8	0	0	1	1	1	1	1	1
jlSCF_16	12891122	13163515	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	13163515	13205654	7	1,2,3,5,6,7,8	1	1	1	0	1	1	1	1
jlSCF_16	13205654	13251612	6	1,3,5,6,7,8	1	0	1	0	1	1	1	1
jlSCF_16	13251612	13337151	5	1,3,5,6,8	1	0	1	0	1	1	0	1
jlSCF_16	13337151	13398469	4	3,5,6,8	0	0	1	0	1	1	0	1
jlSCF_16	13398469	13411732	5	1,3,5,6,8	1	0	1	0	1	1	0	1
jlSCF_16	13411732	13495927	4	1,3,6,8	1	0	1	0	0	1	0	1
jlSCF_16	13495927	13547790	5	1,2,3,6,8	1	1	1	0	0	1	0	1
jlSCF_16	13547790	13575036	2	3,8	0	0	1	0	0	0	0	1
jlSCF_16	13575036	13593411	1	8	0	0	0	0	0	0	0	1
jlSCF_16	14030495	14057254	5	1,2,3,4,8	1	1	1	1	0	0	0	1
jlSCF_16	14525636	15726495	1	7	0	0	0	0	0	0	1	0
jlSCF_16	15763792	16017479	1	7	0	0	0	0	0	0	1	0
jlSCF_16	16017479	16061115	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	16061115	16283878	1	7	0	0	0	0	0	0	1	0
jlSCF_16	16283878	16313506	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	16313506	16389334	7	1,2,3,4,5,7,8	1	1	1	1	1	0	1	1
jlSCF_16	16389334	16404782	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	16404782	16438372	1	7	0	0	0	0	0	0	1	0
jlSCF_16	16467632	16777050	1	7	0	0	0	0	0	0	1	0
jlSCF_16	17036284	17337040	1	7	0	0	0	0	0	0	1	0
jlSCF_16	17411613	17437522	1	7	0	0	0	0	0	0	1	0
jlSCF_16	17437522	17495733	7	1,2,3,4,6,7,8	1	1	1	1	0	1	1	1
jlSCF_16	17495733	17677673	1	7	0	0	0	0	0	0	1	0
jlSCF_16	17677673	17711065	8	1,2,3,4,5,6,7,8	1	1	1	1	1	1	1	1
jlSCF_16	17711065	17836816	1	7	0	0	0	0	0	0	1	0
